text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome_text.stopped,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,37,5,4,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,4,5,37,7,,,,,,,,,148.0132452,,,,,,,,,,,,,147.9994147,148.0132452,148.2471337,148.2594943,148.2649343,148.2649343,148.4662127,149.7147744,,,,,None,1,0.25,,,,,148.2649343,149.5144258,149.5144258,149.7296614,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,38,6,4,,,,images/go_left.png,images/stop_left.png,left,0,right,0,0.8920962,None,,,,,,,,,,,,,4,6,38,1,,,,,,,,,149.7296614,,,,,,,,,,,,,149.7149733,149.7296614,149.9635561,149.9756978,149.9813681,149.9813681,150.2148649,150.8818342,,,,,None,None,0.25,,,,,149.9813681,,,,,,,,,,,,,,,right,0,0.8920962,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,39,7,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.6907152,None,,,,,,,,,,,,,4,7,39,4,,,,,,,,,150.8962444,,,,,,,,,,,,,150.8819868,150.8962444,151.1300759,151.1490273,151.1544153,151.1544153,151.3980247,151.8485846,,,,,0.6907152,None,0.25,,,,,151.1544153,,,,,,,,,,,,,,,right,1,0.6907152,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,40,0,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3849632,None,,,,,,,,,,,,,5,0,40,4,,,,,,,,,151.8627017,,,,,,,,,,,,,151.8487201,151.8627017,152.0966018,152.1090081,152.1145312,152.1145312,152.3646664,152.5152835,,,,,0.3849632,None,0.25,,,,,152.1145312,,,,,,,,,,,,,,,right,1,0.3849632,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,41,1,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3951174,None,,,,,,,,,,,,,5,1,41,6,,,,,,,,,152.529164,,,,,,,,,,,,,152.5154444,152.529164,152.763169,152.7756261,152.7808984,152.7808984,153.0311654,153.1820815,,,,,0.3951174,None,0.25,,,,,152.7808984,,,,,,,,,,,,,,,right,1,0.3951174,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,42,2,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5958293,None,,,,,,,,,,,,,5,2,42,5,,,,,,,,,153.1959656,,,,,,,,,,,,,153.1822302,153.1959656,153.4297559,153.442127,153.4477107,153.4477107,153.6977866,154.0483494,,,,,0.5958293,None,0.25,,,,,153.4477107,,,,,,,,,,,,,,,right,1,0.5958293,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,43,3,5,,,,images/go_left.png,images/stop_left.png,left,0,right,0,0.2890912,None,,,,,,,,,,,,,5,3,43,1,,,,,,,,,154.0624218,,,,,,,,,,,,,154.0485264,154.0624218,154.2964755,154.3099089,154.3151444,154.3151444,154.5643019,154.6149207,,,,,None,None,0.25,,,,,154.3151444,,,,,,,,,,,,,,,right,0,0.2890912,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,44,4,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.2893015,None,,,,,,,,,,,,,5,4,44,0,,,,,,,,,154.6290478,,,,,,,,,,,,,154.6150556,154.6290478,154.8629676,154.8754952,154.8807158,154.8807158,155.1308992,155.1815544,,,,,0.2893015,None,0.25,,,,,154.8807158,,,,,,,,,,,,,,,left,1,0.2893015,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,45,5,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5491934,None,,,,,,,,,,,,,5,5,45,2,,,,,,,,,155.1956429,,,,,,,,,,,,,155.1817095,155.1956429,155.4292449,155.4416367,155.4474216,155.4474216,155.6975447,155.9981389,,,,,0.5491934,None,0.25,,,,,155.4474216,,,,,,,,,,,,,,,left,1,0.5491934,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,46,6,5,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,5,6,46,3,,,,,,,,,156.0122608,,,,,,,,,,,,,155.9982761,156.0122608,156.2461487,156.2600792,156.2653433,156.2653433,156.5150758,157.7637013,,,,,None,1,0.3,,,,,156.2653433,157.5131941,157.5131941,157.7784703,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,47,7,5,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,5,7,47,7,,,,,,,,,157.7784703,,,,,,,,,,,,,157.7638935,157.7784703,158.0127416,158.0255274,158.0307214,158.0307214,158.3150469,159.5634839,,,,,None,1,0.35,,,,,158.0307214,159.2796217,159.2796217,159.5784894,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,48,0,6,,,,images/go_left.png,images/stop_left.png,left,0,None,0,,,,,,,,,,,,,,,6,0,48,1,,,,,,,,,159.5784894,,,,,,,,,,,,,159.5636815,159.5784894,159.8122456,159.8282783,159.8335949,159.8335949,160.1635563,161.4123058,,,,,None,None,0.35,,,,,159.8335949,161.0950859,161.0950859,161.4282844,,,,,,,,,,,,None,0,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,49,1,6,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,6,1,49,3,,,,,,,,,161.4282844,,,,,,,,,,,,,161.412457,161.4282844,161.6620994,161.674475,161.6798121,161.6798121,162.0145737,163.2629875,,,,,None,1,0.4,,,,,161.6798121,162.9289591,162.9289591,163.2780535,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,50,2,6,,,,images/go_right.png,images/stop_right.png,right,0,None,0,,,,,,,,,,,,,,,6,2,50,5,,,,,,,,,163.2780535,,,,,,,,,,,,,163.2631799,163.2780535,163.511936,163.5248547,163.5301676,163.5301676,163.9131873,165.1617876,,,,,None,None,0.4,,,,,163.5301676,164.7779363,164.7779363,165.1776768,,,,,,,,,,,,None,0,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,51,3,6,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,6,3,51,7,,,,,,,,,165.1776768,,,,,,,,,,,,,165.1619174,165.1776768,165.4115398,165.4239985,165.4293216,165.4293216,165.8139907,167.0626467,,,,,None,1,0.45,,,,,165.4293216,166.678649,166.678649,167.0773173,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,52,4,6,,,,images/go_left.png,images/stop_left.png,left,0,None,0,,,,,,,,,,,,,,,6,4,52,2,,,,,,,,,167.0773173,,,,,,,,,,,,,167.0629005,167.0773173,167.3113936,167.3237767,167.3289943,167.3289943,167.7624863,169.0115158,,,,,None,None,0.45,,,,,167.3289943,168.577268,168.577268,169.0272253,,,,,,,,,,,,None,0,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,53,5,6,,,,images/go_right.png,images/stop_right.png,right,0,None,0,,,,,,,,,,,,,,,6,5,53,6,,,,,,,,,169.0272253,,,,,,,,,,,,,169.0116648,169.0272253,169.2610318,169.274337,169.2796947,169.2796947,169.7123273,170.9609175,,,,,None,None,0.45,,,,,169.2796947,170.543821,170.543821,170.9770504,,,,,,,,,,,,None,0,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,54,6,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3632467,None,,,,,,,,,,,,,6,6,54,4,,,,,,,,,170.9770504,,,,,,,,,,,,,170.961055,170.9770504,171.2108618,171.2228127,171.2288364,171.2288364,,171.5956148,,,,,0.3632467,None,0.45,,,,,171.2288364,,,,,,,,,,,,,,,right,1,0.3632467,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,55,7,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3724043,None,,,,,,,,,,,,,6,7,55,0,,,,,,,,,171.6103652,,,,,,,,,,,,,171.5957579,171.6103652,171.8441059,171.8559516,171.8620237,171.8620237,,172.2455274,,,,,0.3724043,None,0.45,,,,,171.8620237,,,,,,,,,,,,,,,left,1,0.3724043,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.394665,None,,,,,,,,,,,,,7,0,56,1,,,,,,,,,172.2601889,,,,,,,,,,,,,172.2456692,172.2601889,172.4939599,172.506152,172.5118875,172.5118875,,172.91233,,,,,0.394665,None,0.45,,,,,172.5118875,,,,,,,,,,,,,,,left,1,0.394665,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,57,1,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3830076,None,,,,,,,,,,,,,7,1,57,5,,,,,,,,,172.9266659,,,,,,,,,,,,,172.9124713,172.9266659,173.1607353,173.1733285,173.1785572,173.1785572,,173.5626017,,,,,0.3830076,None,0.45,,,,,173.1785572,,,,,,,,,,,,,,,right,1,0.3830076,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,58,2,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3480694,None,,,,,,,,,,,,,7,2,58,4,,,,,,,,,173.5767204,,,,,,,,,,,,,173.5627486,173.5767204,173.8105349,173.8239328,173.8289939,173.8289939,,174.1788975,,,,,0.3480694,None,0.45,,,,,173.8289939,,,,,,,,,,,,,,,right,1,0.3480694,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,59,3,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3849185,None,,,,,,,,,,,,,7,3,59,0,,,,,,,,,174.1932625,,,,,,,,,,,,,174.1790704,174.1932625,174.4269851,174.4394497,174.445011,174.445011,,174.8453011,,,,,0.3849185,None,0.45,,,,,174.445011,,,,,,,,,,,,,,,left,1,0.3849185,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,60,4,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3635533,None,,,,,,,,,,,,,7,4,60,2,,,,,,,,,174.8598757,,,,,,,,,,,,,174.8454444,174.8598757,175.0937987,175.1054692,175.1116465,175.1116465,,175.4785053,,,,,0.3635533,None,0.45,,,,,175.1116465,,,,,,,,,,,,,,,left,1,0.3635533,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,61,5,7,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.346044,None,,,,,,,,,,,,,7,5,61,3,,,,,,,,,175.4931994,,,,,,,,,,,,,175.4786542,175.4931994,175.7267695,175.7390501,175.7448451,175.7448451,,176.0952796,,,,,None,0,0.4,,,,,175.7448451,,,,,,,,,,,,,,,left,0,0.346044,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,62,6,7,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3916052,None,,,,,,,,,,,,,7,6,62,7,,,,,,,,,176.1096904,,,,,,,,,,,,,176.0955233,176.1096904,176.3436657,176.3555275,176.3614572,176.3614572,176.7625677,176.7634359,,,,,None,0,0.35,,,,,176.3614572,,,,,,,,,,,,,,,right,0,0.3916052,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,63,7,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3406214,None,,,,,,,,,,,,,7,7,63,6,,,,,,,,,176.7763072,,,,,,,,,,,,,176.7636227,176.7763072,177.0102553,177.0235176,177.0288808,177.0288808,177.3777914,177.3788573,,,,,0.3406214,None,0.35,,,,,177.0288808,,,,,,,,,,,,,,,right,1,0.3406214,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.3939149,177.3981836,177.3981836,186.542326,space,9.1284166,None,,,,,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,0,0,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.442554,None,,,,,,,,,,,,,,,,,0,0,0,4,,,,,186.5584065,,,,,,,,,,,,,186.5475115,186.5584065,186.7922451,186.8051235,186.8106657,186.8106657,187.1434084,187.2607099,,,,,0.442554,None,0.35,,,,,186.8106657,,,,,,,,,,,,,,,,,,,right,1,0.442554,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,1,1,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3339272,None,,,,,,,,,,,,,,,,,0,1,1,0,,,,,187.2748405,,,,,,,,,,,,,187.2608602,187.2748405,187.5087259,187.5209545,187.5266109,187.5266109,187.876698,187.8775573,,,,,0.3339272,None,0.35,,,,,187.5266109,,,,,,,,,,,,,,,,,,,left,1,0.3339272,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,2,2,0,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3079983,None,,,,,,,,,,,,,,,,,0,2,2,7,,,,,187.8915061,,,,,,,,,,,,,187.8777154,187.8915061,188.1253562,188.1379917,188.1434908,188.1434908,,188.4600387,,,,,None,0,0.3,,,,,188.1434908,,,,,,,,,,,,,,,,,,,right,0,0.3079983,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,3,3,0,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3302649,None,,,,,,,,,,,,,,,,,0,3,3,3,,,,,188.4748421,,,,,,,,,,,,,188.4602592,188.4748421,188.7089582,188.7219645,188.7271923,188.7271923,189.0110405,189.0618152,,,,,None,0,0.25,,,,,188.7271923,,,,,,,,,,,,,,,,,,,left,0,0.3302649,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,4,4,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3378677,None,,,,,,,,,,,,,,,,,0,4,4,5,,,,,189.0745707,,,,,,,,,,,,,189.062063,189.0745707,189.3085661,189.320789,189.3263219,189.3263219,189.5763137,189.6772485,,,,,0.3378677,None,0.25,,,,,189.3263219,,,,,,,,,,,,,,,,,,,right,1,0.3378677,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,5,5,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.2866623,None,,,,,,,,,,,,,,,,,0,5,5,1,,,,,189.691414,,,,,,,,,,,,,189.6774206,189.691414,189.9250279,189.9422031,189.9475629,189.9475629,190.1931343,190.2438914,,,,,0.2866623,None,0.25,,,,,189.9475629,,,,,,,,,,,,,,,,,,,left,1,0.2866623,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,6,6,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.346621,None,,,,,,,,,,,,,,,,,0,6,6,2,,,,,190.257927,,,,,,,,,,,,,190.2440735,190.257927,190.491863,190.5046935,190.5101744,190.5101744,190.7598161,190.8603308,,,,,0.346621,None,0.25,,,,,190.5101744,,,,,,,,,,,,,,,,,,,left,1,0.346621,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,7,7,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3607293,None,,,,,,,,,,,,,,,,,0,7,7,6,,,,,190.874406,,,,,,,,,,,,,190.860533,190.874406,191.1083736,191.1209505,191.1263089,191.1263089,191.376173,191.4935675,,,,,0.3607293,None,0.25,,,,,191.1263089,,,,,,,,,,,,,,,,,,,right,1,0.3607293,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,8,0,1,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3639599,None,,,,,,,,,,,,,,,,,1,0,8,7,,,,,191.5076615,,,,,,,,,,,,,191.4937087,191.5076615,191.7415913,191.7543763,191.7598115,191.7598115,192.0105579,192.1281529,,,,,None,0,0.2,,,,,191.7598115,,,,,,,,,,,,,,,,,,,right,0,0.3639599,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,9,1,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3184764,None,,,,,,,,,,,,,,,,,1,1,9,2,,,,,192.1409768,,,,,,,,,,,,,192.1283679,192.1409768,192.3749442,192.3899382,192.3953303,192.3953303,192.5928833,192.726611,,,,,0.3184764,None,0.2,,,,,192.3953303,,,,,,,,,,,,,,,,,,,left,1,0.3184764,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,10,2,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.2980464,None,,,,,,,,,,,,,,,,,1,2,10,5,,,,,192.7409014,,,,,,,,,,,,,192.7267686,192.7409014,192.9747241,192.9866602,192.992668,192.992668,193.1927202,193.2933783,,,,,0.2980464,None,0.2,,,,,192.992668,,,,,,,,,,,,,,,,,,,right,1,0.2980464,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,11,3,1,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.2871998,None,,,,,,,,,,,,,,,,,1,3,11,3,,,,,193.3074931,,,,,,,,,,,,,193.2935147,193.3074931,193.5413537,193.5531013,193.559246,193.559246,193.7604373,193.8611438,,,,,None,0,0.15,,,,,193.559246,,,,,,,,,,,,,,,,,,,left,0,0.2871998,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,12,4,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4773629,None,,,,,,,,,,,,,,,,,1,4,12,1,,,,,193.8741561,,,,,,,,,,,,,193.8613727,193.8741561,194.1079168,194.1200299,194.1256421,194.1256421,194.2757911,194.609941,,,,,0.4773629,None,0.15,,,,,194.1256421,,,,,,,,,,,,,,,,,,,left,1,0.4773629,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,13,5,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3127353,None,,,,,,,,,,,,,,,,,1,5,13,4,,,,,194.6238781,,,,,,,,,,,,,194.6101554,194.6238781,194.8580238,194.8696166,194.8757594,194.8757594,195.0257614,195.1933031,,,,,0.3127353,None,0.15,,,,,194.8757594,,,,,,,,,,,,,,,,,,,right,1,0.3127353,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,14,6,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3815186,None,,,,,,,,,,,,,,,,,1,6,14,6,,,,,195.2073462,,,,,,,,,,,,,195.193518,195.2073462,195.4410573,195.4528316,195.4590379,195.4590379,195.6089949,195.8432065,,,,,0.3815186,None,0.15,,,,,195.4590379,,,,,,,,,,,,,,,,,,,right,1,0.3815186,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,15,7,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3576369,None,,,,,,,,,,,,,,,,,1,7,15,0,,,,,195.8571616,,,,,,,,,,,,,195.8433496,195.8571616,196.091033,196.1017532,196.1089958,196.1089958,196.2590201,196.4762409,,,,,0.3576369,None,0.15,,,,,196.1089958,,,,,,,,,,,,,,,,,,,left,1,0.3576369,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,16,0,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3953658,None,,,,,,,,,,,,,,,,,2,0,16,0,,,,,196.490434,,,,,,,,,,,,,196.4763804,196.490434,196.7243553,196.7352997,196.7423308,196.7423308,196.8921954,197.1430043,,,,,0.3953658,None,0.15,,,,,196.7423308,,,,,,,,,,,,,,,,,,,left,1,0.3953658,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,17,1,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3345553,None,,,,,,,,,,,,,,,,,2,1,17,2,,,,,197.1569557,,,,,,,,,,,,,197.1431582,197.1569557,197.3910905,197.4020371,197.4086857,197.4086857,197.5588935,197.7595927,,,,,0.3345553,None,0.15,,,,,197.4086857,,,,,,,,,,,,,,,,,,,left,1,0.3345553,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,18,2,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3648674,None,,,,,,,,,,,,,,,,,2,2,18,4,,,,,197.7735243,,,,,,,,,,,,,197.7597564,197.7735243,198.0076816,198.0191907,198.0254395,198.0254395,198.175445,198.3928179,,,,,0.3648674,None,0.15,,,,,198.0254395,,,,,,,,,,,,,,,,,,,right,1,0.3648674,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,19,3,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3124759,None,,,,,,,,,,,,,,,,,2,3,19,1,,,,,198.4068294,,,,,,,,,,,,,198.392964,198.4068294,198.6407196,198.6511294,198.6585542,198.6585542,198.8086237,198.9758669,,,,,0.3124759,None,0.15,,,,,198.6585542,,,,,,,,,,,,,,,,,,,left,1,0.3124759,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,20,4,2,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,2,4,20,3,,,,,198.9901001,,,,,,,,,,,,,198.9760111,198.9901001,199.2239942,199.2345089,199.2419046,199.2419046,199.3931131,200.6415196,,,,,None,1,0.2,,,,,199.2419046,200.4911892,200.4911892,200.6566276,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,21,5,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3071561,None,,,,,,,,,,,,,,,,,2,5,21,5,,,,,200.6566276,,,,,,,,,,,,,200.6417472,200.6566276,200.8905535,200.9015279,200.9082893,200.9082893,201.0918708,201.2255883,,,,,0.3071561,None,0.2,,,,,200.9082893,,,,,,,,,,,,,,,,,,,right,1,0.3071561,None,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
