text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,38,6,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3577879,None,,,,,,,,,,,,,4,6,38,1,,,,,,,,,146.8503391,,,,,,,,,,,,146.8361193,146.8503391,147.0839011,147.0962167,147.1019189,147.1019189,147.3021789,147.469321,,,,,0.3577879,None,0.2,,,,,147.1019189,,,,,,,,,,,,,,,left,1,0.3577879,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,39,7,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4329268,None,,,,,,,,,,,,,4,7,39,6,,,,,,,,,147.4833166,,,,,,,,,,,,147.4694581,147.4833166,147.7172667,147.7317736,147.7372548,147.7372548,147.9351407,148.1858242,,,,,0.4329268,None,0.2,,,,,147.7372548,,,,,,,,,,,,,,,right,1,0.4329268,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,40,0,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3854729,None,,,,,,,,,,,,,5,0,40,2,,,,,,,,,148.1999555,,,,,,,,,,,,148.185972,148.1999555,148.4337766,148.4463788,148.4519113,148.4519113,148.6519518,148.8525012,,,,,0.3854729,None,0.2,,,,,148.4519113,,,,,,,,,,,,,,,left,1,0.3854729,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,41,1,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4446567,None,,,,,,,,,,,,,5,1,41,1,,,,,,,,,148.8665522,,,,,,,,,,,,148.8526389,148.8665522,149.1005208,149.1127986,149.1182427,149.1182427,149.3183777,149.569169,,,,,0.4446567,None,0.2,,,,,149.1182427,,,,,,,,,,,,,,,left,1,0.4446567,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,42,2,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4805123,None,,,,,,,,,,,,,5,2,42,4,,,,,,,,,149.5832894,,,,,,,,,,,,149.5693224,149.5832894,149.8170313,149.829053,149.8347546,149.8347546,150.034916,150.3190526,,,,,0.4805123,None,0.2,,,,,149.8347546,,,,,,,,,,,,,,,right,1,0.4805123,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,43,3,5,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5059962,None,,,,,,,,,,,,,5,3,43,0,,,,,,,,,150.3332212,,,,,,,,,,,,150.3192478,150.3332212,150.5669147,150.5786624,150.5847991,150.5847991,150.7848772,151.1023357,,,,,0.5059962,None,0.2,,,,,150.5847991,,,,,,,,,,,,,,,left,1,0.5059962,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,44,4,5,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,5,4,44,7,,,,,,,,,151.1163734,,,,,,,,,,,,151.1025743,151.1163734,151.3501458,151.3628106,151.3681418,151.3681418,151.5692362,152.817937,,,,,None,1,0.25,,,,,151.3681418,152.6173323,152.6173323,152.8327729,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,45,5,5,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,5,5,45,3,,,,,,,,,152.8327729,,,,,,,,,,,,152.818121,152.8327729,153.066577,153.0786875,153.0843194,153.0843194,153.3190131,154.5676312,,,,,None,1,0.3,,,,,153.0843194,154.3338225,154.3338225,154.5825223,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,46,6,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.8126522,None,,,,,,,,,,,,,5,6,46,6,,,,,,,,,154.5825223,,,,,,,,,,,,154.5678227,154.5825223,154.816339,154.8283607,154.8342981,154.8342981,155.1176403,155.65163,,,,,0.8126522,None,0.3,,,,,154.8342981,,,,,,,,,,,,,,,right,1,0.8126522,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,47,7,5,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.384206,None,,,,,,,,,,,,,5,7,47,5,,,,,,,,,155.6656961,,,,,,,,,,,,155.6517812,155.6656961,155.8995374,155.9112718,155.9175009,155.9175009,156.2174581,156.3182363,,,,,0.384206,None,0.3,,,,,155.9175009,,,,,,,,,,,,,,,right,1,0.384206,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,48,0,6,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.5234164,None,,,,,,,,,,,,,6,0,48,3,,,,,,,,,156.3323371,,,,,,,,,,,,156.318408,156.3323371,156.5661814,156.5791617,156.5844783,156.5844783,156.8852082,157.1190373,,,,,None,0,0.25,,,,,156.5844783,,,,,,,,,,,,,,,left,0,0.5234164,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,49,1,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4158849,None,,,,,,,,,,,,,6,1,49,1,,,,,,,,,157.1321794,,,,,,,,,,,,157.1192263,157.1321794,157.3662435,157.3780642,157.3838787,157.3838787,157.6339822,157.8013098,,,,,0.4158849,None,0.25,,,,,157.3838787,,,,,,,,,,,,,,,left,1,0.4158849,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,50,2,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5242809,None,,,,,,,,,,,,,6,2,50,2,,,,,,,,,157.8155678,,,,,,,,,,,,157.8014546,157.8155678,158.0494009,158.0614221,158.0671522,158.0671522,158.317332,158.6012818,,,,,0.5242809,None,0.25,,,,,158.0671522,,,,,,,,,,,,,,,left,1,0.5242809,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,51,3,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4535325,None,,,,,,,,,,,,,6,3,51,6,,,,,,,,,158.615322,,,,,,,,,,,,158.6014228,158.615322,158.849217,158.8630884,158.8684827,158.8684827,159.1172007,159.3343766,,,,,0.4535325,None,0.25,,,,,158.8684827,,,,,,,,,,,,,,,right,1,0.4535325,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,52,4,6,,,,images/go_left.png,images/stop_left.png,left,0,None,0,,,,,,,,,,,,,,,6,4,52,0,,,,,,,,,159.348627,,,,,,,,,,,,159.3345177,159.348627,159.5825863,159.5946107,159.6003439,159.6003439,159.8504214,161.0989247,,,,,None,None,0.25,,,,,159.6003439,160.8484354,160.8484354,161.1151546,,,,,,,,,,,,None,0,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,53,5,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5263939,None,,,,,,,,,,,,,6,5,53,4,,,,,,,,,161.1151546,,,,,,,,,,,,161.0990713,161.1151546,161.3487947,161.3608661,161.366785,161.366785,161.6002233,161.9007254,,,,,0.5263939,None,0.25,,,,,161.366785,,,,,,,,,,,,,,,right,1,0.5263939,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,54,6,6,,,,images/go_right.png,images/stop_right.png,right,0,None,0,,,,,,,,,,,,,,,6,6,54,5,,,,,,,,,161.9149146,,,,,,,,,,,,161.9008595,161.9149146,162.148815,162.1608846,162.1666269,162.1666269,162.4166826,163.6653429,,,,,None,None,0.25,,,,,162.1666269,163.414877,163.414877,163.6814586,,,,,,,,,,,,None,0,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,55,7,6,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3587591,None,,,,,,,,,,,,,6,7,55,7,,,,,,,,,163.6814586,,,,,,,,,,,,163.6654947,163.6814586,163.9151281,163.9272115,163.9331909,163.9331909,164.16767,164.3016644,,,,,None,0,0.2,,,,,163.9331909,,,,,,,,,,,,,,,right,0,0.3587591,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4420971,None,,,,,,,,,,,,,7,0,56,3,,,,,,,,,164.3147218,,,,,,,,,,,,164.3018551,164.3147218,164.5484483,164.5612092,164.5667043,164.5667043,164.7676901,165.0182149,,,,,None,0,0.15,,,,,164.5667043,,,,,,,,,,,,,,,left,0,0.4420971,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,57,1,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.8227604,None,,,,,,,,,,,,,7,1,57,1,,,,,,,,,165.031034,,,,,,,,,,,,165.0184204,165.031034,165.2650226,165.2774556,165.2827292,165.2827292,165.4329375,166.1168486,,,,,0.8227604,None,0.15,,,,,165.2827292,,,,,,,,,,,,,,,left,1,0.8227604,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,58,2,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4694187,None,,,,,,,,,,,,,7,2,58,2,,,,,,,,,166.1309983,,,,,,,,,,,,166.1169835,166.1309983,166.3648608,166.3765325,166.3827683,166.3827683,166.5327252,166.8669033,,,,,0.4694187,None,0.15,,,,,166.3827683,,,,,,,,,,,,,,,left,1,0.4694187,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,59,3,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4461242,None,,,,,,,,,,,,,7,3,59,5,,,,,,,,,166.8812148,,,,,,,,,,,,166.8670522,166.8812148,167.1148229,167.127033,167.1326242,167.1326242,167.2826356,167.5834903,,,,,0.4461242,None,0.15,,,,,167.1326242,,,,,,,,,,,,,,,right,1,0.4461242,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,60,4,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3953147,None,,,,,,,,,,,,,7,4,60,4,,,,,,,,,167.5975216,,,,,,,,,,,,167.5836349,167.5975216,167.8313511,167.8432968,167.8494262,167.8494262,167.9992937,168.2499984,,,,,0.3953147,None,0.15,,,,,167.8494262,,,,,,,,,,,,,,,right,1,0.3953147,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,61,5,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5610282,None,,,,,,,,,,,,,7,5,61,0,,,,,,,,,168.2641402,,,,,,,,,,,,168.2501607,168.2641402,168.4979501,168.510196,168.5157771,168.5157771,168.6660111,169.0831774,,,,,0.5610282,None,0.15,,,,,168.5157771,,,,,,,,,,,,,,,left,1,0.5610282,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,62,6,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.429355,None,,,,,,,,,,,,,7,6,62,6,,,,,,,,,169.0973499,,,,,,,,,,,,169.0833129,169.0973499,169.3310708,169.3434403,169.3491148,169.3491148,169.4990579,169.7831615,,,,,0.429355,None,0.15,,,,,169.3491148,,,,,,,,,,,,,,,right,1,0.429355,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,63,7,7,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,7,7,63,7,,,,,,,,,169.7972055,,,,,,,,,,,,169.7833095,169.7972055,170.0311511,170.0434614,170.0489155,170.0489155,170.2001953,171.4489335,,,,,None,1,0.2,,,,,170.0489155,171.2981985,171.2981985,171.4643779,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4600535,171.4643779,171.4643779,175.0643655,space,3.5989366,None,,,,,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,0,0,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.466777,None,,,,,,,,,,,,,,,,,0,0,0,5,,,,,175.079832,,,,,,,,,,,,175.0701773,175.079832,175.3138995,175.3275995,175.3327375,175.3327375,175.5150839,175.8160788,,,,,0.466777,None,0.2,,,,,175.3327375,,,,,,,,,,,,,,,,,,,right,1,0.466777,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,1,1,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3447999,None,,,,,,,,,,,,,,,,,0,1,1,2,,,,,175.8297207,,,,,,,,,,,,175.8162123,175.8297207,176.0637131,176.076152,176.0815529,176.0815529,176.2816908,176.4323698,,,,,0.3447999,None,0.2,,,,,176.0815529,,,,,,,,,,,,,,,,,,,left,1,0.3447999,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,2,2,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.389782,None,,,,,,,,,,,,,,,,,0,2,2,6,,,,,176.4465139,,,,,,,,,,,,176.4325178,176.4465139,176.6802119,176.6922955,176.6982175,176.6982175,176.8982698,177.0988881,,,,,0.389782,None,0.2,,,,,176.6982175,,,,,,,,,,,,,,,,,,,right,1,0.389782,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,3,3,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3596569,None,,,,,,,,,,,,,,,,,0,3,3,1,,,,,177.1131528,,,,,,,,,,,,177.0990286,177.1131528,177.3469311,177.3590969,177.3646691,177.3646691,177.5648264,177.7321043,,,,,0.3596569,None,0.2,,,,,177.3646691,,,,,,,,,,,,,,,,,,,left,1,0.3596569,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,4,4,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3916693,None,,,,,,,,,,,,,,,,,0,4,4,4,,,,,177.7461898,,,,,,,,,,,,177.7323353,177.7461898,177.9800606,177.9918979,177.9979923,177.9979923,178.1980024,178.3987299,,,,,0.3916693,None,0.2,,,,,177.9979923,,,,,,,,,,,,,,,,,,,right,1,0.3916693,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,5,5,0,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,178.4128925,,,,,,,,,,,,178.3988984,178.4128925,178.6467844,178.65884,178.6645699,178.6645699,178.8657437,180.1143614,,,,,None,1,0.25,,,,,178.6645699,179.9137739,179.9137739,180.1292669,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,6,6,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4240773,None,,,,,,,,,,,,,,,,,0,6,6,0,,,,,180.1292669,,,,,,,,,,,,180.114577,180.1292669,180.3631429,180.3751581,180.3809824,180.3809824,180.6144412,180.8149727,,,,,0.4240773,None,0.25,,,,,180.3809824,,,,,,,,,,,,,,,,,,,left,1,0.4240773,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,7,7,0,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3901717,None,,,,,,,,,,,,,,,,,0,7,7,7,,,,,180.8291546,,,,,,,,,,,,180.8151092,180.8291546,181.0632808,181.0753043,181.0808122,181.0808122,181.332141,181.4825684,,,,,None,0,0.2,,,,,181.0808122,,,,,,,,,,,,,,,,,,,right,0,0.3901717,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,8,0,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3095956,None,,,,,,,,,,,,,,,,,1,0,8,2,,,,,181.4957265,,,,,,,,,,,,181.4828378,181.4957265,181.7295876,181.7420003,181.7475262,181.7475262,181.9475645,182.0649635,,,,,0.3095956,None,0.2,,,,,181.7475262,,,,,,,,,,,,,,,,,,,left,1,0.3095956,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,9,1,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4383681,None,,,,,,,,,,,,,,,,,1,1,9,1,,,,,182.0791034,,,,,,,,,,,,182.0651243,182.0791034,182.3129442,182.3260386,182.331275,182.331275,182.5308806,182.7815322,,,,,0.4383681,None,0.2,,,,,182.331275,,,,,,,,,,,,,,,,,,,left,1,0.4383681,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,10,2,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4275865,None,,,,,,,,,,,,,,,,,1,2,10,4,,,,,182.7956397,,,,,,,,,,,,182.7816747,182.7956397,183.029304,183.0417739,183.0473625,183.0473625,183.2474312,183.4813144,,,,,0.4275865,None,0.2,,,,,183.0473625,,,,,,,,,,,,,,,,,,,right,1,0.4275865,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,11,3,1,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3833733,None,,,,,,,,,,,,,,,,,1,3,11,3,,,,,183.495525,,,,,,,,,,,,183.4814742,183.495525,183.7294333,183.7422241,183.7474821,183.7474821,183.9484345,184.132728,,,,,None,0,0.15,,,,,183.7474821,,,,,,,,,,,,,,,,,,,left,0,0.3833733,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,12,4,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3608582,None,,,,,,,,,,,,,,,,,1,4,12,5,,,,,184.1454246,,,,,,,,,,,,184.1329481,184.1454246,184.3791988,184.3913343,184.3972939,184.3972939,184.5471933,184.7645882,,,,,0.3608582,None,0.15,,,,,184.3972939,,,,,,,,,,,,,,,,,,,right,1,0.3608582,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,13,5,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4280389,None,,,,,,,,,,,,,,,,,1,5,13,6,,,,,184.7786773,,,,,,,,,,,,184.764735,184.7786773,185.0125264,185.0244322,185.0304051,185.0304051,185.1805237,185.464572,,,,,0.4280389,None,0.15,,,,,185.0304051,,,,,,,,,,,,,,,,,,,right,1,0.4280389,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,14,6,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3942232,None,,,,,,,,,,,,,,,,,1,6,14,0,,,,,185.4785561,,,,,,,,,,,,185.4647215,185.4785561,185.7124754,185.7253271,185.7306452,185.7306452,185.8803572,186.1311859,,,,,0.3942232,None,0.15,,,,,185.7306452,,,,,,,,,,,,,,,,,,,left,1,0.3942232,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,15,7,1,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,,,,,1,7,15,7,,,,,186.1451927,,,,,,,,,,,,186.1313549,186.1451927,186.3791181,186.3915736,186.3969474,186.3969474,186.5480343,187.7965887,,,,,None,1,0.2,,,,,186.3969474,187.6461825,187.6461825,187.8115307,,,,,,,,,,,,,,,,None,1,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,16,0,2,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4540405,None,,,,,,,,,,,,,,,,,2,0,16,3,,,,,187.8115307,,,,,,,,,,,,187.7967811,187.8115307,188.0455167,188.0609738,188.0660507,188.0660507,188.2477855,188.5320614,,,,,None,0,0.15,,,,,188.0660507,,,,,,,,,,,,,,,,,,,left,0,0.4540405,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,17,1,2,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.4101428,None,,,,,,,,,,,,,,,,,2,1,17,7,,,,,188.5448652,,,,,,,,,,,,188.5323353,188.5448652,188.778731,188.7897655,188.796593,188.796593,188.9477563,189.2155164,,,,,None,0,0.1,,,,,188.796593,,,,,,,,,,,,,,,,,,,right,0,0.4101428,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,18,2,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4378582,None,,,,,,,,,,,,,,,,,2,2,18,0,,,,,189.2279827,,,,,,,,,,,,189.2158139,189.2279827,189.4619759,189.4730358,189.4798444,189.4798444,189.5797958,189.9305961,,,,,0.4378582,None,0.1,,,,,189.4798444,,,,,,,,,,,,,,,,,,,left,1,0.4378582,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,19,3,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4420676,None,,,,,,,,,,,,,,,,,2,3,19,1,,,,,189.9446577,,,,,,,,,,,,189.9307375,189.9446577,190.1785628,190.1905531,190.1964286,190.1964286,190.2964102,190.6471481,,,,,0.4420676,None,0.1,,,,,190.1964286,,,,,,,,,,,,,,,,,,,left,1,0.4420676,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,20,4,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.424961,None,,,,,,,,,,,,,,,,,2,4,20,4,,,,,190.6612653,,,,,,,,,,,,190.6472992,190.6612653,190.8950922,190.9104217,190.915736,190.915736,191.0129565,191.3471904,,,,,0.424961,None,0.1,,,,,190.915736,,,,,,,,,,,,,,,,,,,right,1,0.424961,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,21,5,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3883986,None,,,,,,,,,,,,,,,,,2,5,21,2,,,,,191.361092,,,,,,,,,,,,191.3474073,191.361092,191.5950165,191.6085321,191.6139764,191.6139764,191.7130663,192.0136359,,,,,0.3883986,None,0.1,,,,,191.6139764,,,,,,,,,,,,,,,,,,,left,1,0.3883986,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,22,6,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5096258,None,,,,,,,,,,,,,,,,,2,6,22,5,,,,,192.0278134,,,,,,,,,,,,192.0137735,192.0278134,192.2616578,192.2740016,192.2793368,192.2793368,192.3794781,192.7970537,,,,,0.5096258,None,0.1,,,,,192.2793368,,,,,,,,,,,,,,,,,,,right,1,0.5096258,None,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
